Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	root_freqs[1]	root_freqs[2]	tree_length
0	-227.5617	-344.555	116.9933	0.8312726	1.782968	0.966556	0.0334443	1.002561
6	-215.9126	-332.599	116.6864	0.8141787	2.352419	0.963348	0.0366519	0.999673
12	-206.8441	-323.4319	116.5878	1.352236	2.087944	0.974653	0.0253469	0.5742968
18	-215.2619	-332.4245	117.1626	1.298023	1.315198	0.956532	0.0434677	0.5742968
24	-216.429	-332.4594	116.0304	1.731295	2.265633	0.949163	0.050837	0.3159842
30	-215.054	-331.9123	116.8583	0.8492131	1.415904	0.971167	0.0288335	1.331605
36	-221.8415	-338.9025	117.061	0.8199781	1.415904	0.913513	0.0864875	1.187657
42	-221.0651	-337.262	116.1969	1.690872	2.087274	0.914143	0.0858573	0.3431365
48	-226.5829	-342.8394	116.2566	1.690872	2.085644	0.906345	0.0936551	0.5461345
54	-208.772	-325.0261	116.2541	1.684251	2.085644	0.924888	0.0751119	0.4234486
60	-215.0971	-331.1999	116.1028	1.632839	2.4678	0.917085	0.0829145	0.4234486
66	-215.9129	-332.0346	116.1217	1.446691	2.815015	0.964854	0.035146	0.5973756
72	-217.9297	-334.8756	116.9459	1.363504	1.501634	0.986396	0.0136044	0.5991618
78	-216.8273	-334.0119	117.1846	0.9308534	1.548458	0.95419	0.0458105	0.859691
84	-215.7676	-332.1443	116.3766	0.8961921	1.643691	0.963339	0.0366608	1.538785
90	-209.9168	-326.4927	116.5759	1.140163	2.228403	0.974004	0.0259955	0.8340595
96	-216.0179	-332.8551	116.8372	0.8777113	2.320905	0.968992	0.0310079	0.7705784
102	-217.4961	-334.7128	117.2166	0.6497588	1.196169	0.972909	0.0270911	1.348247
108	-230.3622	-346.8004	116.4382	0.8837505	2.480641	0.957829	0.0421713	1.108118
114	-221.7265	-338.2889	116.5624	0.9799958	1.998431	0.941657	0.058343	1.143115
120	-221.8268	-338.6953	116.8685	0.6808941	2.017921	0.984607	0.0153932	1.126686
126	-215.3057	-331.1409	115.8351	0.5987322	3.097219	0.97936	0.0206396	1.59496
132	-212.596	-329.04	116.444	0.4490239	2.662219	0.986499	0.013501	1.393455
138	-223.0476	-338.6987	115.6511	0.560829	1.720307	0.934427	0.0655728	2.228675
144	-226.5796	-342.3206	115.741	0.5628226	1.287188	0.947579	0.0524206	2.373678
150	-210.7713	-327.5357	116.7643	1.204884	1.711501	0.961072	0.0389279	0.8990458
156	-217.7101	-333.5553	115.8452	1.12371	3.845688	0.959176	0.0408237	0.8990458
162	-226.5733	-343.058	116.4847	0.7876548	1.751419	0.95381	0.04619	1.485445
168	-210.0625	-327.0335	116.9709	0.6325037	1.297089	0.954192	0.045808	1.485445
174	-227.0421	-343.5167	116.4746	0.6307173	1.778101	0.909841	0.0901587	1.596328
180	-216.7121	-332.5056	115.7935	0.6267499	2.00974	0.96798	0.0320196	1.974086
186	-218.4909	-334.0814	115.5905	0.5685034	2.00974	0.954182	0.0458181	2.146604
192	-215.2908	-330.8819	115.5911	0.4448454	2.823986	0.983388	0.0166121	1.954179
198	-220.1258	-337.4354	117.3096	0.7318157	1.409936	0.991358	0.0086418	1.046461
204	-208.8377	-324.7979	115.9601	0.5447107	2.828569	0.951247	0.0487533	1.627138
210	-219.9599	-335.9717	116.0118	0.9177107	2.043476	0.988483	0.0115166	1.60671
216	-219.3915	-336.2539	116.8624	1.123791	1.87509	0.98546	0.0145396	0.7427781
222	-213.9202	-330.7278	116.8076	1.030874	1.873093	0.952236	0.047764	0.9292323
228	-219.0952	-335.9711	116.8759	0.9919426	1.916142	0.994698	0.00530185	0.8663303
234	-222.0324	-339.306	117.2737	0.5152054	1.113146	0.994348	0.00565236	1.466185
240	-216.7464	-333.7221	116.9758	0.9712499	1.646304	0.958515	0.0414846	0.9701459
246	-219.2138	-335.6946	116.4808	1.281162	1.935082	0.895673	0.104327	0.9701459
252	-212.4171	-328.8565	116.4394	0.9522825	2.632939	0.954922	0.0450782	0.9697958
258	-223.9964	-340.4624	116.466	1.051246	1.981377	0.954922	0.0450782	1.174086
264	-226.2291	-342.5037	116.2747	1.055474	1.558146	0.955361	0.0446389	1.540563
270	-221.0423	-338.0458	117.0035	1.023484	1.558146	0.867005	0.132995	0.9508553
276	-220.5924	-336.9372	116.3448	0.919613	1.592905	0.935391	0.0646091	1.570882
282	-218.085	-334.5278	116.4427	0.6345993	1.949736	0.881481	0.118519	1.538691
288	-223.1375	-340.2459	117.1084	0.6707506	1.720745	0.921298	0.0787016	1.085016
294	-231.7719	-348.4555	116.6836	0.9123136	2.542107	0.894859	0.105141	0.7814369
300	-224.9509	-341.4324	116.4815	1.076589	2.691038	0.933261	0.0667391	0.7331812
306	-221.212	-337.1615	115.9495	1.232048	3.170492	0.969579	0.0304211	0.9436807
312	-223.6758	-340.0691	116.3932	0.9719136	1.915412	0.924574	0.0754264	1.333603
318	-228.0931	-344.8845	116.7914	1.002602	1.915412	0.870866	0.129134	0.9491161
324	-231.127	-348.2505	117.1234	1.091294	1.589075	0.932306	0.0676942	0.673945
330	-224.8396	-341.1462	116.3066	1.191154	2.895382	0.97421	0.0257904	0.6787613
336	-220.4785	-336.8963	116.4178	1.06077	2.845809	0.957662	0.0423377	0.7475413
342	-218.405	-335.2376	116.8326	1.06077	1.718721	0.941042	0.0589584	0.9752874
348	-214.9931	-331.506	116.5129	0.8706639	2.314124	0.971407	0.028593	1.128949
354	-220.317	-337.457	117.1401	1.351961	1.283296	0.929824	0.0701758	0.5507356
360	-220.991	-337.5651	116.5741	1.337109	2.035229	0.902992	0.0970081	0.7096627
366	-213.2234	-329.463	116.2395	0.5565244	2.002839	0.869081	0.130919	1.719019
372	-209.7954	-326.5018	116.7064	0.6671396	1.586752	0.912445	0.087555	1.493077
378	-214.2427	-331.5022	117.2595	0.6433196	0.9597315	0.956947	0.043053	1.493077
384	-214.5813	-330.9214	116.3401	0.6963543	1.508831	0.920939	0.079061	1.776458
390	-218.0403	-334.982	116.9417	0.8711963	1.768074	0.920939	0.079061	1.023578
396	-224.1074	-340.9612	116.8539	1.079591	1.704552	0.920939	0.079061	0.9432251
402	-216.444	-333.1896	116.7456	0.1272202	0.9579858	0.870654	0.129346	2.203602
408	-216.0166	-332.6146	116.598	0.4417037	1.624385	0.925699	0.0743013	1.716698
414	-221.7912	-338.4036	116.6124	0.6395742	1.695261	0.904457	0.0955434	1.528387
420	-221.6135	-338.7573	117.1438	0.7823609	1.481334	0.950137	0.0498626	1.103801
426	-215.4114	-332.3709	116.9595	0.2089464	1.06639	0.920417	0.0795831	1.937736
432	-218.3977	-335.3624	116.9647	0.3571417	1.183803	0.905505	0.0944946	1.758878
438	-218.3674	-334.6739	116.3065	0.5805906	1.762724	0.809345	0.190655	1.758878
444	-228.6458	-344.5262	115.8803	0.3225994	2.734274	0.779703	0.220297	1.868541
450	-215.3012	-331.8797	116.5786	0.128721	1.8579	0.972013	0.0279868	1.841569
456	-212.534	-328.2966	115.7626	0.1649202	1.539138	0.909769	0.0902312	2.48841
462	-213.9222	-331.0363	117.1142	0.3137899	0.8955324	0.906112	0.0938879	1.879556
468	-218.8682	-335.8782	117.01	0.2678359	1.342735	0.988662	0.0113383	1.696048
474	-208.5577	-325.5672	117.0095	0.3320247	1.567286	0.978236	0.0217644	1.527322
480	-212.4941	-329.1328	116.6387	0.733833	1.071389	0.972628	0.0273725	1.795099
